"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","0","0","12","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","0","0","24","1","0.000000","0","0"
"/Game/Zorp/Materials/M_Outside.M_Outside","0","0","60","1","0.000000","0","0"
"/Game/Zorp/Materials/M_Inside.M_Inside","0","0","24","1","0.000000","0","0"
"/Game/Zorp/Materials/M_Eyes.M_Eyes","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/PatrolSlime/Materials/M_Outside.M_Outside","0","0","60","1","0.000000","0","0"
"/Game/PatrolSlime/Materials/M_Inside.M_Inside","0","0","24","1","0.000000","0","0"
"/Game/PatrolSlime/Materials/M_Eyes.M_Eyes","0","0","24","1","0.000000","0","0"
"/Game/PatrolSlime/Materials/M_Bone.M_Bone","0","0","24","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_Ice.M_Ice","0","0","21","1","0.000000","0","0"
"/Game/DreamscapeSeries/SharedResources/Materials/Terrain/M_Water_Base.M_Water_Base","0","0","42","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Slime1/M_Slime.M_Slime","0","0","24","1","0.000000","0","0"
"/Game/Slime1/M_Outside.M_Outside","0","0","60","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_4.Wall_round_4","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_2.Wall_round_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_0.Wall_1_0","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Window_3_glass.Window_3_glass","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Windows.Windows","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Window_2_glass.Window_2_glass","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Window_1_glass.Window_1_glass","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Lab_stuff_2.Lab_stuff_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_1.Wall_1_1","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_3.Wall_round_3","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_0.Wall_round_0","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_5.Wall_1_5","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_4.Wall_1_4","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_3.Wall_1_3","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_2.Wall_1_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Vases.Vases","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Tablecloth.Tablecloth","0","0","27","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Table_round.Table_round","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Table.Table","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Stand.Stand","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Stairs.Stairs","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Shelf.Shelf","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Scrolls.Scrolls","0","0","48","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Potions.Potions","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Plant.Plant","0","0","48","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Pillars.Pillars","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Lab_stuff_1.Lab_stuff_1","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Lighter_2.Lighter_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Lighter.Lighter","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Candles_candlesticks.Candles_candlesticks","0","0","48","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Floor_wooden_texture_Mat.Floor_wooden_texture_Mat","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Flag.Flag","0","0","48","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Fireplace.Fireplace","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Doors.Doors","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Chest.Chest","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Chair.Chair","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Celling_2.Celling_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Celling_1.Celling_1","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Carpet_long_2.Carpet_long_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Carpet_2.Carpet_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Carpet.Carpet","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Stairs_round.Stairs_round","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Light_Shaft_Mat.Light_Shaft_Mat","0","0","8","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Textures/Flame_Mat.Flame_Mat","0","0","10","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Cheese.Cheese","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Board_2.Board_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Balcony.Balcony","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Light_Shaft_Mat3.Light_Shaft_Mat3","0","0","8","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Light_Shaft_Mat2.Light_Shaft_Mat2","0","0","8","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Floor_parquet.Floor_parquet","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Carpet_long.Carpet_long","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_1.Book_1","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Lighter_2-1.Lighter_2-1","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Textures/Pumpkin_Texture_Mat.Pumpkin_Texture_Mat","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Plate_1.Plate_1","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Pie.Pie","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Ham.Ham","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Garlic.Garlic","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Cup.Cup","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Chicken.Chicken","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/carrot.carrot","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Broccoli.Broccoli","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Bread.Bread","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Board.Board","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Blinds.Blinds","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Apple.Apple","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Tablecloth_blue.Tablecloth_blue","0","0","27","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Plate_3.Plate_3","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Plate_2.Plate_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Particles/Fire_mat.Fire_mat","0","0","24","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Particles/Dust_mat.Dust_mat","0","0","24","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/bookcase.Bookcase","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_opened.Book_opened","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_closed.Book_closed","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_5.Book_5","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_6.Book_6","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_4.Book_4","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_3.Book_3","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_2.Book_2","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Armchair.Armchair","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Ambry.Ambry","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Alchemist_table.Alchemist_table","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Bed.Bed","0","0","21","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_Spike.M_Spike","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_Platform.M_Platform","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Particles/ChangeLevel_mat.ChangeLevel_mat","0","0","24","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_Floor.M_Floor","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_SplashSlimeC.M_SplashSlimeC","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_SplashSlimeB.M_SplashSlimeB","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Extra_Assets/M_SplashSlimeA.M_SplashSlimeA","0","0","21","1","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_1.Wall_round_1","0","21","21","1","15.703433","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_7.Wall_1_7","0","21","21","1","12.482710","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","152","2","0.000000","0","0"
"/Game/AlchemistsHouse/Assets/Particles/AdviseBook_mat.AdviseBook_mat","0","24","24","1","13.614736","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Default_Mat.Default_Mat","0","12","12","1","8.211336","0","0"
